model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,_merge
FORD Escape,2.3,4,Man-5,2WD,Gasoline,SUV,7.0,22.0,28.0,24.0,7,yes,,,,,,,,,,,,,,left_only
FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6.0,20.0,26.0,22.0,6,no,,,,,,,,,,,,,,left_only
FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6.0,19.0,24.0,21.0,6,no,,,,,,,,,,,,,,left_only
FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,22.0,19.0,5,no,,,,,,,,,,,,,,left_only
FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34.0,30.0,32.0,9,yes,,,,,,,,,,,,,,left_only
FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29.0,27.0,28.0,8,yes,,,,,,,,,,,,,,left_only
FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7.0,12.0,18.0,14.0,2,no,,,,,,,,,,,,,,left_only
FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7.0,13.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,pickup,7.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,pickup,7.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7.0,13.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7.0,13.0,17.0,14.0,2,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6.0,14.0,20.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,25.0,22.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,20.0,26.0,22.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,18.0,24.0,21.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,24.0,21.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,pickup,5.0,19.0,25.0,22.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,pickup,5.0,18.0,23.0,20.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,21.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,17.0,22.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,18.0,25.0,21.0,4.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,16.0,22.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,pickup,5.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,16.0,21.0,18.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3.0,17.0,23.0,19.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,15.0,19.0,17.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,20.0,17.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6.0,14.0,19.0,16.0,4,no,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3.0,16.0,22.0,18.0,3.0,No,both
FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6.0,13.0,17.0,14.0,2,no,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,pickup,5.0,19.0,25.0,21.0,4.0,No,both
